order_id,line_item_id,order_number,customer_id,product_id,location_id,order_date,ship_date,quantity,unit_price,discount_amount
30,84,ORD-000030,3,17,28,2022-08-09,2022-08-16,3,34.99,20
30,85,ORD-000030,3,26,28,2022-08-09,2022-08-16,3,79.99,0
31,86,ORD-000031,103,5,2,2023-02-03,2023-02-09,4,549.99,10
31,87,ORD-000031,103,29,2,2023-02-03,2023-02-09,5,44.99,0
31,88,ORD-000031,103,40,2,2023-02-03,2023-02-09,5,12.99,0
32,89,ORD-000032,33,36,4,2024-03-17,2024-03-23,3,149.99,20
32,90,ORD-000032,33,10,4,2024-03-17,2024-03-23,2,39.99,10
32,91,ORD-000032,33,33,4,2024-03-17,2024-03-23,4,24.99,10
33,92,ORD-000033,11,31,2,2022-03-21,2022-03-24,5,19.99,5
33,93,ORD-000033,11,10,2,2022-03-21,2022-03-24,5,39.99,10
33,94,ORD-000033,11,9,2,2022-03-21,2022-03-24,3,79.99,10
34,95,ORD-000034,82,38,6,2024-03-15,2024-03-25,3,34.99,10
34,96,ORD-000034,82,33,6,2024-03-15,2024-03-25,5,24.99,5
34,97,ORD-000034,82,37,6,2024-03-15,2024-03-25,3,24.99,5
35,98,ORD-000035,5,38,12,2023-11-10,2023-11-12,3,34.99,20
35,99,ORD-000035,5,2,12,2023-11-10,2023-11-12,5,1199.99,5
35,100,ORD-000035,5,17,12,2023-11-10,2023-11-12,5,34.99,10
35,101,ORD-000035,5,15,12,2023-11-10,2023-11-12,1,49.99,10
36,102,ORD-000036,123,10,6,2024-12-09,2024-12-19,2,39.99,0
36,103,ORD-000036,123,37,6,2024-12-09,2024-12-19,1,24.99,0
36,104,ORD-000036,123,2,6,2024-12-09,2024-12-19,4,1199.99,0
36,105,ORD-000036,123,27,6,2024-12-09,2024-12-19,2,24.99,5
37,106,ORD-000037,177,4,7,2024-04-20,2024-04-29,2,699.99,10
37,107,ORD-000037,177,14,7,2024-04-20,2024-04-29,5,34.99,0
37,108,ORD-000037,177,31,7,2024-04-20,2024-04-29,5,19.99,5
37,109,ORD-000037,177,21,7,2024-04-20,2024-04-29,2,34.99,5
38,110,ORD-000038,137,13,11,2023-12-27,2024-01-01,2,49.99,0
38,111,ORD-000038,137,36,11,2023-12-27,2024-01-01,3,149.99,0
38,112,ORD-000038,137,20,11,2023-12-27,2024-01-01,3,29.99,15
38,113,ORD-000038,137,14,11,2023-12-27,2024-01-01,4,34.99,0
39,114,ORD-000039,123,37,12,2023-07-15,2023-07-20,5,24.99,5
40,115,ORD-000040,102,3,27,2023-12-08,2023-12-11,3,1599.99,15
40,116,ORD-000040,102,6,27,2023-12-08,2023-12-11,3,299.99,5
40,117,ORD-000040,102,17,27,2023-12-08,2023-12-11,4,34.99,0
41,118,ORD-000041,52,9,27,2023-07-10,2023-07-19,1,79.99,10
41,119,ORD-000041,52,38,27,2023-07-10,2023-07-19,2,34.99,0
41,120,ORD-000041,52,4,27,2023-07-10,2023-07-19,5,699.99,0
42,121,ORD-000042,164,22,8,2022-04-18,2022-04-20,4,59.99,0
42,122,ORD-000042,164,9,8,2022-04-18,2022-04-20,1,79.99,10
42,123,ORD-000042,164,11,8,2022-04-18,2022-04-20,4,19.99,15
42,124,ORD-000042,164,31,8,2022-04-18,2022-04-20,4,19.99,15
43,125,ORD-000043,52,4,25,2023-08-12,2023-08-18,1,699.99,15
43,126,ORD-000043,52,37,25,2023-08-12,2023-08-18,2,24.99,10
43,127,ORD-000043,52,3,25,2023-08-12,2023-08-18,2,1599.99,5
44,128,ORD-000044,46,12,30,2022-03-16,2022-03-23,3,59.99,0
44,129,ORD-000044,46,1,30,2022-03-16,2022-03-23,3,899.99,10
44,130,ORD-000044,46,39,30,2022-03-16,2022-03-23,1,14.99,0
44,131,ORD-000044,46,19,30,2022-03-16,2022-03-23,4,14.99,15
45,132,ORD-000045,140,18,17,2024-10-08,2024-10-11,2,129.99,20
45,133,ORD-000045,140,8,17,2024-10-08,2024-10-11,3,29.99,0
45,134,ORD-000045,140,30,17,2024-10-08,2024-10-11,3,29.99,15
45,135,ORD-000045,140,12,17,2024-10-08,2024-10-11,1,59.99,15
46,136,ORD-000046,87,12,26,2023-08-28,2023-09-07,5,59.99,20
46,137,ORD-000046,87,26,26,2023-08-28,2023-09-07,4,79.99,10
47,138,ORD-000047,84,9,3,2024-03-31,2024-04-02,4,79.99,0
47,139,ORD-000047,84,16,3,2024-03-31,2024-04-02,1,39.99,0
48,140,ORD-000048,99,20,8,2024-07-03,2024-07-08,5,29.99,15
48,141,ORD-000048,99,37,8,2024-07-03,2024-07-08,1,24.99,0
48,142,ORD-000048,99,24,8,2024-07-03,2024-07-08,2,89.99,0
49,143,ORD-000049,171,26,4,2024-08-11,2024-08-16,5,79.99,15
49,144,ORD-000049,171,20,4,2024-08-11,2024-08-16,1,29.99,15
50,145,ORD-000050,76,31,12,2023-03-29,2023-04-02,2,19.99,5
50,146,ORD-000050,76,39,12,2023-03-29,2023-04-02,3,14.99,5
51,147,ORD-000051,180,16,18,2024-08-22,2024-08-31,5,39.99,20
51,148,ORD-000051,180,6,18,2024-08-22,2024-08-31,5,299.99,5
52,149,ORD-000052,136,4,23,2024-01-11,2024-01-13,5,699.99,10
53,150,ORD-000053,52,34,19,2022-11-03,2022-11-06,4,89.99,0
53,151,ORD-000053,52,14,19,2022-11-03,2022-11-06,5,34.99,5
53,152,ORD-000053,52,6,19,2022-11-03,2022-11-06,5,299.99,5
54,153,ORD-000054,15,30,15,2022-09-28,2022-10-07,5,29.99,0
54,154,ORD-000054,15,36,15,2022-09-28,2022-10-07,4,149.99,15
54,155,ORD-000054,15,20,15,2022-09-28,2022-10-07,1,29.99,5
54,156,ORD-000054,15,17,15,2022-09-28,2022-10-07,1,34.99,15
55,157,ORD-000055,56,23,19,2022-05-30,2022-05-31,1,49.99,10
55,158,ORD-000055,56,4,19,2022-05-30,2022-05-31,1,699.99,5
55,159,ORD-000055,56,3,19,2022-05-30,2022-05-31,3,1599.99,5
55,160,ORD-000055,56,12,19,2022-05-30,2022-05-31,2,59.99,20
56,161,ORD-000056,165,29,24,2024-05-10,2024-05-16,4,44.99,5
56,162,ORD-000056,165,6,24,2024-05-10,2024-05-16,5,299.99,0
56,163,ORD-000056,165,23,24,2024-05-10,2024-05-16,1,49.99,0
56,164,ORD-000056,165,35,24,2024-05-10,2024-05-16,4,24.99,10
57,165,ORD-000057,33,20,24,2023-04-02,2023-04-03,4,29.99,15
58,166,ORD-000058,185,15,18,2024-05-18,2024-05-27,2,49.99,5
58,167,ORD-000058,185,23,18,2024-05-18,2024-05-27,2,49.99,0
58,168,ORD-000058,185,13,18,2024-05-18,2024-05-27,1,49.99,0
58,169,ORD-000058,185,27,18,2024-05-18,2024-05-27,5,24.99,20
59,170,ORD-000059,5,39,8,2023-02-27,2023-03-01,1,14.99,5
60,171,ORD-000060,154,26,22,2022-04-10,2022-04-14,4,79.99,0
61,172,ORD-000061,139,15,7,2022-04-26,2022-04-29,5,49.99,0
61,173,ORD-000061,139,37,7,2022-04-26,2022-04-29,5,24.99,20
61,174,ORD-000061,139,21,7,2022-04-26,2022-04-29,2,34.99,0
62,175,ORD-000062,37,20,22,2024-12-03,2024-12-07,3,29.99,0
62,176,ORD-000062,37,36,22,2024-12-03,2024-12-07,5,149.99,15
62,177,ORD-000062,37,12,22,2024-12-03,2024-12-07,4,59.99,10
62,178,ORD-000062,37,32,22,2024-12-03,2024-12-07,1,14.99,0
63,179,ORD-000063,165,27,22,2024-02-20,2024-02-29,4,24.99,0
63,180,ORD-000063,165,20,22,2024-02-20,2024-02-29,4,29.99,0
63,181,ORD-000063,165,35,22,2024-02-20,2024-02-29,4,24.99,0
64,182,ORD-000064,58,36,10,2022-10-23,2022-10-31,4,149.99,5
65,183,ORD-000065,143,17,17,2022-10-02,2022-10-09,2,34.99,0
65,184,ORD-000065,143,6,17,2022-10-02,2022-10-09,4,299.99,20
66,185,ORD-000066,95,25,3,2023-01-26,2023-01-27,5,59.99,10
66,186,ORD-000066,95,3,3,2023-01-26,2023-01-27,1,1599.99,0
66,187,ORD-000066,95,38,3,2023-01-26,2023-01-27,5,34.99,0
67,188,ORD-000067,123,14,7,2023-11-13,2023-11-18,2,34.99,15
68,189,ORD-000068,31,26,24,2024-09-07,2024-09-11,2,79.99,10
68,190,ORD-000068,31,21,24,2024-09-07,2024-09-11,3,34.99,5
69,191,ORD-000069,120,24,18,2024-01-06,2024-01-11,5,89.99,5
69,192,ORD-000069,120,30,18,2024-01-06,2024-01-11,1,29.99,20
69,193,ORD-000069,120,31,18,2024-01-06,2024-01-11,3,19.99,0
70,194,ORD-000070,95,10,11,2024-04-27,2024-04-28,1,39.99,0
70,195,ORD-000070,95,36,11,2024-04-27,2024-04-28,5,149.99,10
71,196,ORD-000071,185,22,14,2023-08-28,2023-08-31,2,59.99,5
71,197,ORD-000071,185,37,14,2023-08-28,2023-08-31,2,24.99,5
72,198,ORD-000072,141,32,21,2023-11-23,2023-11-28,4,14.99,0
72,199,ORD-000072,141,23,21,2023-11-23,2023-11-28,2,49.99,0
72,200,ORD-000072,141,35,21,2023-11-23,2023-11-28,4,24.99,0
72,201,ORD-000072,141,35,21,2023-11-23,2023-11-28,1,24.99,10
73,202,ORD-000073,9,27,27,2022-06-02,2022-06-03,2,24.99,20
74,203,ORD-000074,162,14,8,2022-05-20,2022-05-23,5,34.99,5
75,204,ORD-000075,96,1,2,2024-09-16,2024-09-24,5,899.99,10
76,205,ORD-000076,106,35,1,2022-02-04,2022-02-13,3,24.99,0
76,206,ORD-000076,106,33,1,2022-02-04,2022-02-13,4,24.99,20
76,207,ORD-000076,106,12,1,2022-02-04,2022-02-13,1,59.99,0
77,208,ORD-000077,135,23,5,2023-05-09,2023-05-13,3,49.99,20
77,209,ORD-000077,135,26,5,2023-05-09,2023-05-13,1,79.99,0
77,210,ORD-000077,135,26,5,2023-05-09,2023-05-13,4,79.99,10
78,211,ORD-000078,63,3,23,2023-04-08,2023-04-13,1,1599.99,5
79,212,ORD-000079,98,11,13,2024-09-01,2024-09-02,1,19.99,5
80,213,ORD-000080,112,34,21,2023-11-10,2023-11-20,1,89.99,0
81,214,ORD-000081,55,5,29,2024-08-31,2024-09-05,3,549.99,10
82,215,ORD-000082,145,2,22,2022-03-09,2022-03-12,2,1199.99,10
82,216,ORD-000082,145,10,22,2022-03-09,2022-03-12,4,39.99,0
82,217,ORD-000082,145,20,22,2022-03-09,2022-03-12,2,29.99,10
83,218,ORD-000083,62,25,19,2024-03-07,2024-03-16,2,59.99,20
83,219,ORD-000083,62,6,19,2024-03-07,2024-03-16,5,299.99,15
83,220,ORD-000083,62,23,19,2024-03-07,2024-03-16,1,49.99,0
84,221,ORD-000084,112,21,8,2022-06-05,2022-06-11,1,34.99,15
84,222,ORD-000084,112,18,8,2022-06-05,2022-06-11,4,129.99,5
84,223,ORD-000084,112,15,8,2022-06-05,2022-06-11,3,49.99,10
84,224,ORD-000084,112,25,8,2022-06-05,2022-06-11,4,59.99,0
85,225,ORD-000085,175,16,19,2024-02-18,2024-02-20,1,39.99,0
85,226,ORD-000085,175,18,19,2024-02-18,2024-02-20,2,129.99,5
85,227,ORD-000085,175,10,19,2024-02-18,2024-02-20,4,39.99,0
86,228,ORD-000086,93,29,4,2022-07-07,2022-07-08,3,44.99,20
86,229,ORD-000086,93,18,4,2022-07-07,2022-07-08,1,129.99,0
86,230,ORD-000086,93,6,4,2022-07-07,2022-07-08,2,299.99,5
87,231,ORD-000087,115,2,18,2024-11-15,2024-11-22,1,1199.99,0
88,232,ORD-000088,142,19,3,2023-10-27,2023-11-03,4,14.99,5
89,233,ORD-000089,200,25,3,2023-05-13,2023-05-23,2,59.99,0
89,234,ORD-000089,200,18,3,2023-05-13,2023-05-23,3,129.99,0
90,235,ORD-000090,127,18,5,2022-05-10,2022-05-13,4,129.99,0
90,236,ORD-000090,127,31,5,2022-05-10,2022-05-13,1,19.99,0
90,237,ORD-000090,127,17,5,2022-05-10,2022-05-13,2,34.99,15
90,238,ORD-000090,127,32,5,2022-05-10,2022-05-13,5,14.99,10
91,239,ORD-000091,51,1,15,2022-08-08,2022-08-11,4,899.99,0
91,240,ORD-000091,51,40,15,2022-08-08,2022-08-11,4,12.99,20
91,241,ORD-000091,51,22,15,2022-08-08,2022-08-11,4,59.99,0
92,242,ORD-000092,111,39,27,2022-10-06,2022-10-11,2,14.99,5
92,243,ORD-000092,111,21,27,2022-10-06,2022-10-11,2,34.99,5
92,244,ORD-000092,111,21,27,2022-10-06,2022-10-11,3,34.99,15
93,245,ORD-000093,178,21,21,2024-10-02,2024-10-12,4,34.99,0
93,246,ORD-000093,178,26,21,2024-10-02,2024-10-12,3,79.99,0
94,247,ORD-000094,145,30,7,2023-01-04,2023-01-13,2,29.99,5
95,248,ORD-000095,75,9,27,2022-05-22,2022-05-29,3,79.99,0
95,249,ORD-000095,75,17,27,2022-05-22,2022-05-29,2,34.99,15
95,250,ORD-000095,75,28,27,2022-05-22,2022-05-29,4,39.99,0
95,251,ORD-000095,75,29,27,2022-05-22,2022-05-29,5,44.99,5
96,252,ORD-000096,150,35,13,2024-12-30,2025-01-08,1,24.99,20
96,253,ORD-000096,150,24,13,2024-12-30,2025-01-08,5,89.99,10
96,254,ORD-000096,150,6,13,2024-12-30,2025-01-08,1,299.99,20
96,255,ORD-000096,150,16,13,2024-12-30,2025-01-08,3,39.99,0
97,256,ORD-000097,166,22,20,2022-04-01,2022-04-11,4,59.99,0
97,257,ORD-000097,166,1,20,2022-04-01,2022-04-11,1,899.99,0
97,258,ORD-000097,166,15,20,2022-04-01,2022-04-11,5,49.99,15
97,259,ORD-000097,166,34,20,2022-04-01,2022-04-11,5,89.99,10
98,260,ORD-000098,177,26,19,2023-03-29,2023-04-06,4,79.99,20
98,261,ORD-000098,177,38,19,2023-03-29,2023-04-06,5,34.99,0
98,262,ORD-000098,177,23,19,2023-03-29,2023-04-06,1,49.99,5
99,263,ORD-000099,27,10,10,2024-05-01,2024-05-03,3,39.99,0
100,264,ORD-000100,88,23,15,2023-02-28,2023-03-09,4,49.99,0
100,265,ORD-000100,88,29,15,2023-02-28,2023-03-09,4,44.99,0
100,266,ORD-000100,88,5,15,2023-02-28,2023-03-09,3,549.99,0
100,267,ORD-000100,88,8,15,2023-02-28,2023-03-09,1,29.99,20
101,268,ORD-000101,88,34,21,2022-08-12,2022-08-15,2,89.99,10
101,269,ORD-000101,88,11,21,2022-08-12,2022-08-15,3,19.99,10
102,270,ORD-000102,110,12,15,2023-04-20,2023-04-27,4,59.99,5
102,271,ORD-000102,110,2,15,2023-04-20,2023-04-27,5,1199.99,0
103,272,ORD-000103,116,14,19,2024-05-29,2024-06-05,2,34.99,0
104,273,ORD-000104,193,35,23,2022-05-09,2022-05-19,2,24.99,0
105,274,ORD-000105,84,32,7,2024-07-26,2024-07-28,5,14.99,15
105,275,ORD-000105,84,21,7,2024-07-26,2024-07-28,5,34.99,5
105,276,ORD-000105,84,40,7,2024-07-26,2024-07-28,4,12.99,10
106,277,ORD-000106,30,20,12,2023-12-22,2023-12-30,5,29.99,10
106,278,ORD-000106,30,6,12,2023-12-22,2023-12-30,2,299.99,0
107,279,ORD-000107,31,24,8,2023-09-18,2023-09-20,2,89.99,10
107,280,ORD-000107,31,25,8,2023-09-18,2023-09-20,4,59.99,10
108,281,ORD-000108,36,32,19,2024-02-25,2024-03-03,5,14.99,15
108,282,ORD-000108,36,12,19,2024-02-25,2024-03-03,5,59.99,0
109,283,ORD-000109,126,29,10,2022-10-15,2022-10-18,5,44.99,0
109,284,ORD-000109,126,23,10,2022-10-15,2022-10-18,1,49.99,5
109,285,ORD-000109,126,9,10,2022-10-15,2022-10-18,2,79.99,20
110,286,ORD-000110,99,32,18,2024-11-01,2024-11-09,4,14.99,15
110,287,ORD-000110,99,29,18,2024-11-01,2024-11-09,4,44.99,0
110,288,ORD-000110,99,6,18,2024-11-01,2024-11-09,5,299.99,0
110,289,ORD-000110,99,15,18,2024-11-01,2024-11-09,3,49.99,0
111,290,ORD-000111,71,37,8,2023-08-15,2023-08-18,4,24.99,10
111,291,ORD-000111,71,33,8,2023-08-15,2023-08-18,1,24.99,10
111,292,ORD-000111,71,8,8,2023-08-15,2023-08-18,3,29.99,20
111,293,ORD-000111,71,35,8,2023-08-15,2023-08-18,3,24.99,10
112,294,ORD-000112,194,28,2,2024-06-22,2024-07-01,1,39.99,15
112,295,ORD-000112,194,16,2,2024-06-22,2024-07-01,3,39.99,20
113,296,ORD-000113,9,29,15,2023-06-23,2023-06-29,1,44.99,20
114,297,ORD-000114,61,11,7,2023-12-20,2023-12-30,5,19.99,0
114,298,ORD-000114,61,14,7,2023-12-20,2023-12-30,2,34.99,20
114,299,ORD-000114,61,4,7,2023-12-20,2023-12-30,5,699.99,0
114,300,ORD-000114,61,35,7,2023-12-20,2023-12-30,3,24.99,10
115,301,ORD-000115,138,37,6,2023-10-25,2023-10-30,3,24.99,20
115,302,ORD-000115,138,33,6,2023-10-25,2023-10-30,1,24.99,0
115,303,ORD-000115,138,27,6,2023-10-25,2023-10-30,1,24.99,0
116,304,ORD-000116,168,21,5,2022-09-29,2022-10-03,2,34.99,20
116,305,ORD-000116,168,26,5,2022-09-29,2022-10-03,4,79.99,0
117,306,ORD-000117,148,29,21,2023-07-05,2023-07-12,1,44.99,15
117,307,ORD-000117,148,6,21,2023-07-05,2023-07-12,4,299.99,10
117,308,ORD-000117,148,18,21,2023-07-05,2023-07-12,3,129.99,5
117,309,ORD-000117,148,32,21,2023-07-05,2023-07-12,3,14.99,10
118,310,ORD-000118,1,5,28,2022-07-10,2022-07-18,5,549.99,5
118,311,ORD-000118,1,14,28,2022-07-10,2022-07-18,4,34.99,20
118,312,ORD-000118,1,14,28,2022-07-10,2022-07-18,4,34.99,0
119,313,ORD-000119,83,37,27,2023-08-04,2023-08-10,4,24.99,20
119,314,ORD-000119,83,22,27,2023-08-04,2023-08-10,1,59.99,0
120,315,ORD-000120,26,11,21,2024-07-30,2024-07-31,4,19.99,5
121,316,ORD-000121,1,11,14,2023-02-19,2023-02-22,3,19.99,0
121,317,ORD-000121,1,24,14,2023-02-19,2023-02-22,3,89.99,0
121,318,ORD-000121,1,24,14,2023-02-19,2023-02-22,2,89.99,0
122,319,ORD-000122,102,6,21,2023-09-18,2023-09-22,1,299.99,0
122,320,ORD-000122,102,14,21,2023-09-18,2023-09-22,4,34.99,0
122,321,ORD-000122,102,9,21,2023-09-18,2023-09-22,5,79.99,0
122,322,ORD-000122,102,34,21,2023-09-18,2023-09-22,4,89.99,0
123,323,ORD-000123,3,9,23,2023-12-05,2023-12-07,4,79.99,0
123,324,ORD-000123,3,15,23,2023-12-05,2023-12-07,4,49.99,0
123,325,ORD-000123,3,7,23,2023-12-05,2023-12-07,1,49.99,0
123,326,ORD-000123,3,24,23,2023-12-05,2023-12-07,3,89.99,0
124,327,ORD-000124,98,34,25,2022-09-30,2022-10-03,5,89.99,0
125,328,ORD-000125,157,14,21,2022-12-03,2022-12-11,2,34.99,5
125,329,ORD-000125,157,40,21,2022-12-03,2022-12-11,4,12.99,20
125,330,ORD-000125,157,14,21,2022-12-03,2022-12-11,1,34.99,0
126,331,ORD-000126,36,23,25,2022-09-10,2022-09-20,4,49.99,0
126,332,ORD-000126,36,9,25,2022-09-10,2022-09-20,2,79.99,0
126,333,ORD-000126,36,6,25,2022-09-10,2022-09-20,2,299.99,10
126,334,ORD-000126,36,39,25,2022-09-10,2022-09-20,5,14.99,15
127,335,ORD-000127,156,34,10,2022-02-24,2022-03-01,5,89.99,10
127,336,ORD-000127,156,13,10,2022-02-24,2022-03-01,4,49.99,0
128,337,ORD-000128,166,8,2,2023-05-06,2023-05-14,2,29.99,5
128,338,ORD-000128,166,39,2,2023-05-06,2023-05-14,1,14.99,10
128,339,ORD-000128,166,1,2,2023-05-06,2023-05-14,3,899.99,0
128,340,ORD-000128,166,9,2,2023-05-06,2023-05-14,4,79.99,20
129,341,ORD-000129,146,31,14,2024-01-19,2024-01-28,1,19.99,0
129,342,ORD-000129,146,38,14,2024-01-19,2024-01-28,1,34.99,0
130,343,ORD-000130,68,33,7,2022-03-23,2022-03-24,3,24.99,15
130,344,ORD-000130,68,33,7,2022-03-23,2022-03-24,4,24.99,5
130,345,ORD-000130,68,26,7,2022-03-23,2022-03-24,1,79.99,15
130,346,ORD-000130,68,35,7,2022-03-23,2022-03-24,5,24.99,10
131,347,ORD-000131,40,33,9,2022-06-21,2022-06-26,2,24.99,20
132,348,ORD-000132,40,20,18,2023-11-01,2023-11-08,4,29.99,15
133,349,ORD-000133,62,8,2,2023-05-16,2023-05-18,4,29.99,10
133,350,ORD-000133,62,39,2,2023-05-16,2023-05-18,1,14.99,0
133,351,ORD-000133,62,12,2,2023-05-16,2023-05-18,1,59.99,0
133,352,ORD-000133,62,9,2,2023-05-16,2023-05-18,1,79.99,0
134,353,ORD-000134,128,11,12,2024-12-07,2024-12-16,3,19.99,0
134,354,ORD-000134,128,18,12,2024-12-07,2024-12-16,1,129.99,20
134,355,ORD-000134,128,2,12,2024-12-07,2024-12-16,3,1199.99,20
135,356,ORD-000135,110,37,9,2024-12-08,2024-12-10,1,24.99,5
